positive,negative,neutral,other,class,class_name
0.03115830197930336,0.036595217883586884,0.8989188075065613,0.03332766890525818,3,neutral
0.019690467044711113,0.5150396227836609,0.16433441638946533,0.3009355068206787,2,negative
0.05157642811536789,0.34088951349258423,0.1805458813905716,0.4269881844520569,4,other
0.06306977570056915,0.2034326195716858,0.08917460590600967,0.64432293176651,4,other
0.012008000165224075,0.6847628355026245,0.03415362164378166,0.26907551288604736,2,negative
0.02486213482916355,0.02602652832865715,0.9357341527938843,0.013377184979617596,3,neutral
0.2746617794036865,0.07313007861375809,0.2044864445924759,0.4477217197418213,4,other
0.03353229910135269,0.4086279571056366,0.028945615515112877,0.5288941264152527,4,other
0.9588471055030823,0.001297334092669189,0.02906424179673195,0.010791351087391376,1,positive
0.0245265681296587,0.40027710795402527,0.10532835870981216,0.46986788511276245,4,other
0.2719687223434448,0.07827793806791306,0.06364287436008453,0.5861104726791382,4,other
0.0369468592107296,0.008528687059879303,0.9486944675445557,0.0058300066739320755,3,neutral
0.2158997803926468,0.012766332365572453,0.7530053853988647,0.01832849346101284,3,neutral
0.02973250113427639,0.18826507031917572,0.679660439491272,0.1023418977856636,3,neutral
0.4772241413593292,0.046736132353544235,0.3028349280357361,0.17320476472377777,1,positive
0.07594747841358185,0.1051083356142044,0.6681724786758423,0.15077170729637146,3,neutral
0.9552986025810242,0.0012878598645329475,0.03537175431847572,0.008041777648031712,1,positive
0.052463553845882416,0.021110868081450462,0.9092825651168823,0.017142945900559425,3,neutral
0.058736179023981094,0.29262471199035645,0.04774466156959534,0.6008944511413574,4,other
0.6633182168006897,0.007416324224323034,0.29088473320007324,0.03838067874312401,1,positive
0.588589072227478,0.004653348121792078,0.3928312063217163,0.013926415704190731,1,positive
0.003922834061086178,0.7671723365783691,0.05935819819569588,0.1695467084646225,2,negative
0.8746744990348816,0.0023319092579185963,0.11017268151044846,0.012820841744542122,1,positive
0.009996505454182625,0.6474493741989136,0.025212328881025314,0.31734171509742737,2,negative
0.1263275295495987,0.14335854351520538,0.13144952058792114,0.5988643765449524,4,other
0.04953711852431297,0.014238744042813778,0.9257943630218506,0.010429773479700089,3,neutral
0.004183635581284761,0.8537408113479614,0.015927815809845924,0.12614773213863373,2,negative
0.9371470808982849,0.0028247337322682142,0.025852397084236145,0.03417583554983139,1,positive
0.7506130933761597,0.013591638766229153,0.12486351281404495,0.11093176901340485,1,positive
0.28129225969314575,0.13323312997817993,0.08166036754846573,0.5038142204284668,4,other
0.2714090347290039,0.014027165248990059,0.6806578040122986,0.03390597924590111,3,neutral
0.17801085114479065,0.04491099715232849,0.6609215140342712,0.1161566972732544,3,neutral
0.012578030116856098,0.6797069311141968,0.021190330386161804,0.28652462363243103,2,negative
0.22526095807552338,0.1304609179496765,0.2302515059709549,0.4140266180038452,4,other
0.935607373714447,0.0033411255571991205,0.0263519287109375,0.03469959273934364,1,positive
0.5941797494888306,0.011340812779963017,0.3404712378978729,0.05400824919342995,1,positive
0.1312222182750702,0.00743396719917655,0.8533321022987366,0.008011658675968647,3,neutral
0.5029255747795105,0.013237458653748035,0.43384063243865967,0.049996268004179,1,positive
0.1941869556903839,0.09430950880050659,0.04997207596898079,0.6615314483642578,4,other
0.7040724158287048,0.011858423240482807,0.2085375189781189,0.07553166896104813,1,positive
0.09150449931621552,0.01726112887263298,0.8547272682189941,0.036507055163383484,3,neutral
0.21452544629573822,0.01875177212059498,0.7423845529556274,0.02433823049068451,3,neutral
0.9406275749206543,0.001424121088348329,0.04936254769563675,0.00858583115041256,1,positive
0.8757888674736023,0.0026304074563086033,0.11127376556396484,0.010306872427463531,1,positive
0.030472423881292343,0.3182026445865631,0.05736666917800903,0.5939582586288452,4,other
0.05540291592478752,0.34595057368278503,0.058550409972667694,0.54009610414505,4,other
0.0034558130428195,0.7970805764198303,0.10937093198299408,0.09009260684251785,2,negative
0.09419192373752594,0.18525302410125732,0.08745193481445312,0.6331031322479248,4,other
0.7597540020942688,0.0039726742543280125,0.22120718657970428,0.015066057443618774,1,positive
0.03147123381495476,0.4010085463523865,0.026207508519291878,0.5413127541542053,4,other
0.6270256638526917,0.010199934244155884,0.32627856731414795,0.036495860666036606,1,positive
0.05357818678021431,0.07646462321281433,0.7597134113311768,0.11024376004934311,3,neutral
0.06785634160041809,0.4149865508079529,0.06036560237407684,0.4567914605140686,4,other
0.0035875856410712004,0.806089460849762,0.017214089632034302,0.17310893535614014,2,negative
0.09865748137235641,0.011970792897045612,0.8798773288726807,0.009494418278336525,3,neutral
0.5786356925964355,0.007496587000787258,0.38628682494163513,0.02758086286485195,1,positive
0.0035282461903989315,0.8218719959259033,0.02908724918961525,0.14551250636577606,2,negative
0.8515674471855164,0.002774260239675641,0.13050244748592377,0.01515584159642458,1,positive
0.5372726917266846,0.03351688012480736,0.06503072381019592,0.36417967081069946,1,positive
0.21357177197933197,0.006069487426429987,0.7710644006729126,0.00929428543895483,3,neutral
0.06607121229171753,0.22322522103786469,0.3248922824859619,0.3858112394809723,4,other
0.012199129909276962,0.010361465625464916,0.9734290838241577,0.004010270815342665,3,neutral
