positive,negative,neutral,other,class,class_name
0.952190637588501,0.0015537621220573783,0.034322720021009445,0.011932870373129845,1,positive
0.9265202879905701,0.002112854737788439,0.05952443182468414,0.011842397972941399,1,positive
0.9462352991104126,0.0018466473557054996,0.04028472676873207,0.011633288115262985,1,positive
0.6268764734268188,0.0049766297452151775,0.35660943388938904,0.011537405662238598,1,positive
0.8828473687171936,0.0027628287207335234,0.10526281595230103,0.009127057157456875,1,positive
0.8215256929397583,0.003179967636242509,0.1640578657388687,0.011236540973186493,1,positive
0.797709584236145,0.0091509148478508,0.11402029544115067,0.0791192278265953,1,positive
0.9573152661323547,0.0016658544773235917,0.03255843743681908,0.008460499346256256,1,positive
0.5999009013175964,0.006555979140102863,0.37545186281204224,0.01809125393629074,1,positive
0.5130818486213684,0.006366862915456295,0.4675183594226837,0.013032982125878334,1,positive
0.9076088070869446,0.002346182242035866,0.08086343854665756,0.009181619621813297,1,positive
0.36897507309913635,0.005430891644209623,0.6159247159957886,0.009669380262494087,3,neutral
0.6202446818351746,0.024457484483718872,0.10549584776163101,0.24980199337005615,1,positive
0.9557138085365295,0.0016091482248157263,0.034663815051317215,0.008013288490474224,1,positive
0.5656168460845947,0.007080260198563337,0.4105938971042633,0.016709065064787865,1,positive
0.7768383622169495,0.00425796490162611,0.20622391998767853,0.012679783627390862,1,positive
0.9035540819168091,0.002464588265866041,0.08494085818529129,0.009040539152920246,1,positive
0.3487895131111145,0.0055264318361878395,0.6365435719490051,0.009140484035015106,3,neutral
0.7786338329315186,0.011071198619902134,0.08649461716413498,0.12380028516054153,1,positive
0.9601839780807495,0.001541458535939455,0.02975364401936531,0.008521008305251598,1,positive
0.617479145526886,0.006074924953281879,0.3603047728538513,0.016141144558787346,1,positive
0.8272477388381958,0.010134403593838215,0.032634187489748,0.12998367846012115,1,positive
0.8203685283660889,0.010203051380813122,0.03045303001999855,0.13897539675235748,1,positive
0.8290491104125977,0.009637693874537945,0.029197802767157555,0.132115438580513,1,positive
